,Abandonó_Servicio,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Antigüedad,Servicio_Telefónico,Múltiples_Líneas,Seguridad_Online,Respaldo_Online,Protección_Dispositivo,Soporte_Técnico,TV_Streaming,Películas_Streaming,Cargo_Mensual,Cargo_Total,Cuentas_Diarias,Género_Masculino,Servicio_Internet_Fibra optica,Servicio_Internet_No,Tipo_Contrato_Bianual,Tipo_Contrato_Mensual,Factura_Digital_Yes,Método_Pago_Cheque enviado por correo,Método_Pago_Tarjeta de crédito (automático),Método_Pago_Transferencia bancaria (automática)
3363,1,0,0,1,1,1,0,1,1,0,1,0,0,60.0,60.0,2.0,0,0,0,0,1,1,0,0,0
3364,0,0,1,1,7,1,0,0,0,0,0,0,0,20.25,174.7,0.8319047619047618,1,0,1,0,1,1,0,0,1
3365,1,0,1,1,48,1,1,1,1,0,0,1,1,103.25,5037.55,3.498298611111111,0,1,0,0,0,1,0,1,0
3366,1,0,0,0,1,1,0,0,0,0,0,0,0,19.9,19.9,0.6633333333333333,0,0,1,0,1,1,1,0,0
3367,0,0,1,1,11,0,0,1,0,0,0,0,0,29.6,346.45,1.0498484848484848,0,0,0,0,1,1,0,0,0
3368,0,0,0,1,8,1,0,0,0,0,0,0,0,19.45,159.2,0.6633333333333333,1,0,1,0,1,0,0,0,1
3369,1,1,0,0,38,1,1,0,0,0,1,1,1,99.55,3734.25,3.275657894736842,0,1,0,0,1,1,0,0,0
3370,0,0,1,1,34,1,0,0,0,0,0,0,0,20.8,635.9,0.6234313725490196,1,0,1,0,1,0,1,0,0
3371,0,0,1,1,19,1,0,0,0,0,0,0,0,20.2,387.4,0.6796491228070175,1,0,1,1,0,0,1,0,0
3372,0,1,1,0,70,1,1,1,1,1,1,1,1,113.65,7714.65,3.6736428571428568,0,1,0,1,0,1,0,0,0
3373,1,0,1,0,1,1,0,0,0,0,0,0,0,68.95,68.95,2.2983333333333333,0,1,0,0,1,1,0,0,0
3374,1,0,0,0,4,1,0,0,0,0,0,0,1,79.9,324.3,2.7025,1,1,0,0,1,1,0,0,0
3375,0,0,0,0,51,1,0,0,0,0,0,0,0,20.65,1020.75,0.667156862745098,0,0,1,1,0,0,0,0,1
3376,0,0,1,0,35,1,0,1,0,0,0,1,0,62.15,2215.45,2.1099523809523806,0,0,0,0,0,1,0,0,1
3377,0,0,0,0,30,1,1,0,0,0,1,0,1,89.9,2723.15,3.0257222222222224,1,1,0,0,1,1,0,1,0
3378,0,0,1,0,8,1,1,0,0,0,1,0,1,90.25,743.75,3.098958333333333,0,1,0,0,1,1,0,0,0
3379,0,0,1,0,4,0,0,0,0,0,0,0,0,25.15,99.95,0.8329166666666666,0,0,0,0,1,1,0,0,0
3380,0,0,0,0,10,1,0,0,0,0,0,0,0,19.3,185.2,0.6173333333333333,0,0,1,0,0,1,1,0,0
3381,0,0,1,1,72,1,1,1,1,1,1,0,1,104.9,7537.5,3.489583333333333,1,1,0,0,0,1,0,1,0
3382,1,1,0,0,2,1,0,0,0,0,0,0,0,44.7,93.7,1.5616666666666668,1,0,0,0,1,1,0,0,0
3383,1,0,0,0,23,1,1,0,1,0,0,0,0,79.15,1676.95,2.43036231884058,0,1,0,0,1,1,0,0,0
3384,0,0,1,1,50,1,0,0,1,1,1,1,1,103.4,5236.4,3.490933333333333,1,1,0,0,0,1,0,0,1
3385,0,0,1,1,71,1,0,0,0,0,0,0,0,19.85,1326.35,0.6226995305164319,0,0,1,1,0,0,0,0,1
3386,1,0,0,0,10,1,1,0,1,0,0,0,0,81.0,818.05,2.726833333333333,0,1,0,0,1,1,0,1,0
3387,1,0,0,0,30,1,1,0,1,0,0,1,1,100.2,2983.8,3.3153333333333337,0,1,0,0,1,1,0,0,0
3388,1,0,1,0,29,1,1,0,1,0,0,0,0,80.15,2265.25,2.603735632183908,1,1,0,0,1,1,0,0,1
3389,1,1,0,0,20,1,1,1,0,0,0,0,0,79.15,1520.9,2.5348333333333333,0,1,0,0,1,1,0,0,0
3390,0,0,0,0,18,0,0,0,0,0,0,0,0,25.15,476.8,0.882962962962963,1,0,0,0,1,0,1,0,0
3391,0,0,1,1,32,1,1,1,0,0,0,1,0,89.6,2901.8,3.0227083333333336,0,1,0,0,1,0,0,0,0
3392,0,0,1,1,72,1,0,0,0,0,0,0,0,20.1,1326.25,0.6140046296296297,0,0,1,1,0,1,0,1,0
3393,0,0,1,0,72,1,1,0,1,1,0,1,1,103.75,7346.2,3.4010185185185184,1,1,0,1,0,1,0,0,1
3394,1,0,0,0,13,1,1,0,1,1,0,0,0,84.45,1058.6,2.714358974358974,0,1,0,0,1,1,0,0,0
3395,1,1,0,0,8,1,1,0,0,1,0,1,1,100.6,819.4,3.4141666666666666,1,1,0,0,1,1,0,0,0
3396,1,0,0,0,25,1,1,0,0,0,0,0,1,84.8,2043.45,2.7246,1,1,0,0,1,1,0,0,0
3397,0,1,0,0,22,1,0,1,1,0,0,0,0,81.7,1820.9,2.7589393939393942,0,1,0,0,1,0,0,0,0
3398,0,0,1,0,42,1,0,0,0,0,0,0,0,20.25,835.5,0.6630952380952381,1,0,1,1,0,0,0,0,0
3399,0,0,0,0,61,0,0,1,1,1,1,0,0,43.7,2696.55,1.4735245901639344,0,0,0,0,0,0,0,1,0
3400,0,0,0,1,35,1,0,0,0,0,1,1,1,72.1,2495.15,2.3763333333333336,1,0,0,0,0,1,1,0,0
3401,0,0,0,0,40,1,0,0,1,0,0,0,0,74.8,2971.7,2.4764166666666667,0,1,0,0,1,0,0,1,0
3402,1,1,1,0,1,1,1,0,0,0,0,1,0,86.05,86.05,2.868333333333333,1,1,0,0,1,1,0,0,0
3403,0,0,1,1,72,1,1,1,0,1,1,1,1,83.3,6042.7,2.797546296296296,0,0,0,1,0,1,0,0,1
3404,0,1,1,1,66,1,1,1,1,0,1,1,1,110.6,7210.85,3.6418434343434343,0,1,0,0,0,1,0,1,0
3405,0,0,0,0,20,1,0,0,1,0,0,0,0,51.8,1023.85,1.7064166666666667,1,0,0,0,1,1,1,0,0
3406,0,0,1,1,16,1,1,0,1,0,0,0,0,79.95,1267.95,2.6415625,0,1,0,0,1,1,0,1,0
3407,1,0,0,0,46,1,1,0,0,0,0,1,1,96.05,4399.5,3.188043478260869,0,1,0,0,1,0,0,0,1
3408,0,1,1,0,72,1,1,1,1,1,0,1,1,112.4,8046.85,3.725393518518519,0,1,0,1,0,1,0,0,0
3409,0,0,0,1,19,1,1,0,0,0,0,0,0,24.1,439.2,0.7705263157894736,1,0,1,0,1,1,0,1,0
3410,1,0,1,1,29,1,0,1,0,0,0,1,1,94.65,2649.15,3.045,1,1,0,0,1,0,0,1,0
3411,0,1,1,0,65,1,1,0,1,1,0,1,1,103.15,6792.45,3.483307692307692,1,1,0,0,0,1,0,0,1
3412,0,1,1,0,67,1,1,1,1,0,0,0,0,83.85,5588.8,2.780497512437811,1,1,0,0,1,0,0,0,1
3413,0,0,0,0,39,1,0,0,0,0,1,0,0,49.8,1971.15,1.6847435897435898,1,0,0,1,0,1,0,0,1
3414,0,0,1,0,72,1,1,0,0,0,0,0,0,25.0,1849.2,0.8561111111111112,0,0,1,1,0,0,0,1,0
3415,0,0,0,0,47,0,0,1,0,1,1,0,0,41.9,1875.25,1.3299645390070922,0,0,0,1,0,0,1,0,0
3416,0,0,1,0,65,1,1,1,1,0,1,1,0,100.15,6643.5,3.4069230769230767,0,1,0,0,0,1,0,0,1
3417,0,1,0,0,56,1,1,0,1,1,0,1,1,104.75,5841.35,3.476994047619048,0,1,0,0,1,0,0,0,0
3418,1,1,0,0,1,1,0,0,1,0,0,0,1,86.0,86.0,2.8666666666666667,0,1,0,0,1,1,0,0,0
3419,1,1,1,0,37,1,1,0,0,0,0,0,0,76.5,2868.15,2.583918918918919,0,1,0,0,1,1,0,0,0
3420,1,0,0,0,1,1,0,0,0,0,0,0,0,44.9,44.9,1.4966666666666666,0,0,0,0,1,1,0,0,1
3421,0,1,0,0,6,1,0,0,0,0,0,1,1,89.35,567.8,3.154444444444444,0,1,0,0,1,1,0,0,0
3422,0,1,0,0,56,1,1,1,0,1,1,0,1,73.25,4054.2,2.413214285714285,0,0,0,1,0,0,0,0,1
3423,0,0,1,1,40,1,0,0,0,1,0,1,0,85.05,3355.65,2.7963750000000003,1,1,0,0,0,1,0,0,0
3424,0,0,1,0,5,1,1,1,0,0,0,0,1,89.15,413.25,2.755,1,1,0,0,1,1,0,0,0
3425,1,0,0,0,70,1,1,1,0,0,1,1,1,104.0,7250.15,3.452452380952381,1,1,0,1,0,1,0,1,0
3426,0,1,0,0,3,1,0,0,0,1,0,0,0,73.85,196.4,2.1822222222222223,0,1,0,0,1,0,0,0,0
3427,0,0,1,1,2,1,0,1,1,0,1,0,0,59.5,130.5,2.175,1,0,0,1,0,0,1,0,0
3428,1,0,0,0,1,1,0,0,0,0,0,0,0,44.1,44.1,1.47,0,0,0,0,1,1,0,0,0
3429,0,0,1,1,58,0,0,0,0,1,1,1,1,55.5,3166.9,1.820057471264368,0,0,0,1,0,1,0,1,0
3430,0,0,0,0,13,1,0,1,0,0,0,0,0,73.75,956.65,2.452948717948718,1,1,0,0,1,1,0,1,0
3431,0,0,0,0,10,1,0,0,0,0,0,0,0,20.0,185.4,0.618,1,0,1,0,1,0,0,0,0
3432,0,1,1,1,66,1,1,1,1,1,1,1,1,116.25,7862.25,3.970833333333333,1,1,0,0,0,1,0,0,0
3433,0,0,1,0,56,1,0,0,0,0,0,0,1,80.9,4557.5,2.712797619047619,1,1,0,0,0,1,0,0,0
3434,1,1,0,0,1,1,0,0,0,0,0,0,0,69.65,69.65,2.3216666666666668,0,1,0,0,1,1,0,0,0
3435,0,0,1,0,71,0,0,1,1,1,1,0,0,47.6,3377.8,1.5858215962441315,0,0,0,1,0,1,0,0,1
3436,0,0,0,0,56,1,1,1,1,0,1,0,0,64.65,3665.55,2.181875,1,0,0,0,0,1,0,0,1
3437,1,0,0,0,24,1,0,0,0,0,0,1,1,90.35,2238.5,3.109027777777778,1,1,0,0,1,1,0,0,0
3438,1,0,0,0,1,1,0,0,0,0,0,0,0,20.0,20.0,0.6666666666666666,1,0,1,0,1,0,1,0,0
3439,0,0,1,1,55,1,1,1,1,0,1,0,1,75.75,4264.25,2.5843939393939395,0,0,0,0,0,1,0,0,1
3440,0,0,1,1,42,1,0,0,0,0,0,0,0,20.7,828.85,0.6578174603174604,1,0,1,1,0,0,1,0,0
3441,0,0,1,1,42,1,0,0,0,1,0,1,1,92.15,3875.4,3.0757142857142856,0,1,0,0,1,1,0,0,0
3442,0,0,0,0,14,1,0,0,0,0,0,0,0,19.6,300.4,0.7152380952380952,1,0,1,0,1,0,0,1,0
3443,0,1,1,1,10,0,0,0,0,0,0,0,1,34.55,362.6,1.2086666666666668,1,0,0,0,1,1,0,0,1
3444,0,0,1,1,22,1,1,0,0,0,0,0,0,25.25,555.4,0.8415151515151514,0,0,1,1,0,0,0,1,0
3445,1,0,1,1,32,1,0,0,0,0,0,0,0,69.75,2347.9,2.4457291666666667,1,1,0,0,1,1,0,0,1
3446,0,0,1,0,39,1,0,0,0,0,0,0,0,20.45,790.0,0.6752136752136753,1,0,1,1,0,1,0,0,1
3447,0,1,0,0,57,1,1,1,0,1,1,0,1,101.3,5779.6,3.3798830409356726,0,1,0,1,0,0,0,1,0
3448,0,1,0,0,8,1,0,0,1,0,0,1,0,87.1,713.6,2.9733333333333336,0,1,0,0,1,1,0,0,0
3449,0,0,0,0,63,1,1,1,1,1,1,0,0,71.5,4576.3,2.4213227513227515,1,0,0,0,0,0,0,0,0
3450,0,0,1,1,61,0,0,0,1,1,1,1,1,61.45,3751.15,2.049808743169399,0,0,0,1,0,1,0,0,1
3451,1,0,0,0,1,1,0,0,0,0,0,0,0,19.8,19.8,0.66,1,0,1,0,1,0,1,0,0
3452,0,0,0,0,50,1,0,0,0,0,0,0,0,19.35,1033.0,0.6886666666666666,0,0,1,0,0,1,1,0,0
3453,1,1,1,0,11,1,0,0,0,0,0,0,0,19.95,214.75,0.6507575757575758,1,0,1,0,1,0,1,0,0
3454,0,0,1,1,35,1,1,0,0,0,0,0,0,25.45,809.25,0.7707142857142857,1,0,1,1,0,0,0,0,1
3455,1,0,0,0,1,1,0,0,0,0,0,0,0,20.15,20.15,0.6716666666666666,0,0,1,0,1,1,1,0,0
3456,0,0,1,1,72,1,1,1,1,1,1,1,0,80.2,5714.2,2.645462962962963,0,0,0,1,0,0,0,0,1
3457,1,1,0,0,29,1,1,0,0,0,1,1,1,98.65,2862.75,3.2905172413793102,0,1,0,0,1,0,0,0,0
3458,0,0,0,0,29,1,1,0,1,1,0,0,1,70.9,1964.6,2.25816091954023,1,0,0,0,0,0,0,1,0
3459,1,0,1,0,5,1,0,0,0,0,0,0,0,19.35,126.05,0.8403333333333333,1,0,1,0,1,0,1,0,0
3460,1,0,0,0,11,0,0,0,0,1,0,1,0,41.6,470.6,1.426060606060606,1,0,0,0,0,1,0,0,0
3461,0,0,1,1,54,1,1,0,1,0,1,1,0,70.7,3770.0,2.3271604938271606,1,0,0,0,0,1,0,0,0
3462,0,1,0,0,49,1,0,0,1,1,0,0,1,89.85,4287.2,2.9164625850340133,0,1,0,0,0,1,0,0,1
3463,0,1,1,0,72,1,1,0,1,1,1,1,1,109.7,7898.45,3.656689814814815,1,1,0,1,0,0,0,1,0
3464,1,0,1,1,9,1,1,0,0,1,0,0,0,79.35,661.25,2.449074074074074,1,1,0,0,1,1,0,0,1
3465,1,0,0,0,1,1,1,0,0,0,0,1,1,94.6,94.6,3.1533333333333333,0,1,0,0,1,1,0,0,0
3466,1,0,0,1,31,1,1,0,0,0,0,1,0,86.55,2697.4,2.9004301075268817,0,1,0,0,1,1,0,1,0
3467,0,0,0,0,1,1,1,0,0,0,0,1,0,84.6,84.6,2.82,0,1,0,0,1,1,0,0,0
3468,1,1,1,1,56,1,1,1,0,1,0,1,1,104.55,5794.65,3.4491964285714283,1,1,0,0,0,1,0,0,1
3469,0,0,1,1,70,1,1,1,0,1,0,1,0,68.95,4858.7,2.3136666666666668,1,0,0,1,0,0,0,1,0
3470,0,1,1,0,55,1,1,0,1,1,1,0,0,90.45,5044.8,3.057454545454545,0,1,0,0,1,0,0,0,0
3471,1,0,0,0,3,1,0,0,0,0,0,1,0,53.4,188.7,2.0966666666666667,1,0,0,0,1,0,0,1,0
3472,1,0,1,1,5,1,1,1,0,1,0,0,0,84.5,453.75,3.025,1,1,0,0,1,1,0,0,0
3473,1,0,0,1,3,1,0,0,0,0,0,0,0,69.65,220.1,2.4455555555555555,1,1,0,0,1,0,0,0,0
3474,0,0,1,0,26,1,0,0,1,1,0,1,1,73.5,1905.7,2.443205128205128,0,0,0,1,0,1,0,1,0
3475,0,0,0,0,25,1,0,0,1,0,1,0,1,65.8,1679.65,2.2395333333333336,0,0,0,0,1,1,0,0,1
3476,1,0,0,0,15,1,1,0,1,0,1,0,0,58.6,939.7,2.0882222222222224,1,0,0,0,1,1,0,1,0
3477,0,0,1,0,31,1,0,0,0,0,1,0,0,49.2,1498.55,1.6113440860215054,0,0,0,0,1,1,1,0,0
3478,0,0,1,0,2,1,1,0,0,1,0,1,0,91.45,171.45,2.8575,1,1,0,0,1,1,0,0,0
3479,1,0,0,0,1,1,0,0,0,0,0,1,0,53.55,53.55,1.785,0,0,0,0,1,1,1,0,0
3480,0,0,0,0,18,1,1,1,0,0,0,0,0,56.25,969.85,1.7960185185185185,1,0,0,0,1,0,1,0,0
3481,0,1,1,0,2,1,0,0,0,1,0,1,1,95.5,181.65,3.0275000000000003,1,1,0,0,1,1,0,1,0
3482,0,0,0,0,13,1,0,1,0,0,0,1,1,71.95,923.85,2.368846153846154,0,0,0,0,1,1,0,0,0
3483,0,0,1,0,40,1,0,0,0,0,0,0,0,19.1,780.1,0.6500833333333333,0,0,1,1,0,0,1,0,0
3484,0,1,0,0,17,1,0,0,0,0,0,0,0,20.65,330.6,0.6482352941176471,0,0,1,0,0,0,1,0,0
3485,0,0,0,0,10,1,0,0,0,0,0,0,0,19.9,199.45,0.6648333333333333,0,0,1,0,1,1,1,0,0
3486,0,0,1,1,61,1,1,0,0,1,0,1,1,99.9,6241.35,3.4105737704918035,1,1,0,0,0,1,0,0,0
3487,0,0,0,0,27,1,1,0,0,1,1,0,0,59.45,1611.65,1.9896913580246915,1,0,0,0,1,0,0,0,0
3488,0,0,1,0,60,0,0,1,1,0,1,0,0,37.7,2288.7,1.2715,0,0,0,1,0,0,0,0,1
3489,0,0,1,0,64,1,1,1,0,0,0,1,0,66.15,4392.5,2.2877604166666665,1,0,0,0,0,1,0,1,0
3490,0,0,0,0,28,1,0,0,0,1,0,1,0,59.55,1646.45,1.960059523809524,0,0,0,0,1,1,0,0,1
3491,1,0,1,1,11,1,0,0,0,0,0,0,0,19.25,180.3,0.5463636363636364,0,0,1,0,1,1,1,0,0
3492,0,0,1,1,34,1,1,0,1,0,0,1,1,97.7,3410.0,3.343137254901961,1,1,0,0,1,1,0,0,1
3493,0,1,0,0,36,1,1,0,0,0,0,0,0,74.9,2659.45,2.462453703703704,0,1,0,0,1,1,0,0,1
3494,0,0,0,0,35,0,0,0,0,1,0,1,1,49.2,1701.65,1.6206190476190476,1,0,0,0,1,0,0,0,0
3495,0,0,0,0,22,1,1,0,0,0,0,0,0,26.25,605.9,0.918030303030303,0,0,1,1,0,0,1,0,0
3496,1,0,0,0,4,1,1,0,1,0,0,0,1,88.95,355.2,2.96,0,1,0,0,1,1,0,0,0
3497,1,0,1,1,4,1,1,0,0,0,0,0,1,85.95,381.3,3.1775,0,1,0,0,1,1,0,0,0
3498,0,0,1,1,43,1,0,0,0,0,0,0,0,20.0,817.95,0.6340697674418605,0,0,1,0,0,0,1,0,0
3499,0,0,1,1,70,1,0,0,0,0,0,0,0,20.35,1458.1,0.6943333333333332,1,0,1,1,0,0,0,1,0
3500,0,0,0,1,15,1,0,1,1,1,1,0,0,65.6,1010.0,2.2444444444444445,0,0,0,0,0,0,0,1,0
3501,0,0,0,0,3,1,0,1,0,0,1,1,0,64.4,195.65,2.173888888888889,1,0,0,0,1,1,0,1,0
3502,1,0,1,1,7,1,0,0,0,1,0,0,0,48.7,340.25,1.6202380952380953,1,0,0,0,1,0,0,0,0
3503,1,1,0,0,35,1,1,0,0,1,0,1,1,101.4,3496.3,3.329809523809524,1,1,0,0,1,1,0,0,0
3504,1,0,1,0,2,1,0,0,0,0,0,0,0,44.6,80.55,1.3425,0,0,0,0,1,1,0,1,0
3505,0,0,0,1,29,1,0,0,0,0,0,0,0,19.85,535.05,0.615,1,0,1,0,0,0,1,0,0
3506,0,0,0,0,72,0,0,1,1,1,1,1,1,63.7,4464.8,2.067037037037037,1,0,0,1,0,1,0,0,1
3507,1,0,0,0,27,1,1,0,0,0,0,1,1,94.55,2724.6,3.3637037037037034,0,1,0,0,1,1,1,0,0
3508,0,0,1,0,71,1,0,1,1,1,1,1,1,84.4,5969.3,2.8024882629107983,0,0,0,1,0,1,0,1,0
3509,0,0,0,0,30,1,0,1,1,1,1,1,0,74.65,2308.6,2.565111111111111,0,0,0,0,0,0,0,1,0
3510,0,1,1,0,19,0,0,0,1,1,0,0,0,34.3,577.15,1.0125438596491227,1,0,0,0,1,1,0,1,0
3511,0,0,1,1,56,1,1,0,0,0,0,0,0,24.15,1402.25,0.834672619047619,1,0,1,1,0,0,0,0,1
3512,0,0,1,0,36,1,0,0,0,0,0,0,0,20.85,720.05,0.6667129629629629,1,0,1,0,0,0,0,0,1
3513,0,0,1,1,57,1,1,1,1,0,1,0,0,65.2,3687.85,2.156637426900585,0,0,0,0,1,0,0,0,1
3514,0,0,0,0,3,1,0,0,0,0,0,0,0,69.6,207.4,2.3044444444444445,1,1,0,0,1,1,1,0,0
3515,0,0,1,0,52,1,1,0,1,0,1,1,1,102.7,5138.1,3.2936538461538465,0,1,0,0,1,1,0,1,0
3516,0,0,0,0,2,1,0,0,0,0,0,0,0,20.0,40.9,0.6816666666666666,0,0,1,0,1,1,1,0,0
3517,0,0,0,0,17,0,0,0,0,0,0,0,0,25.1,382.8,0.7505882352941177,1,0,0,0,1,0,0,1,0
3518,1,1,0,0,1,1,1,0,0,0,0,0,0,75.35,75.35,2.5116666666666663,1,1,0,0,1,1,0,0,0
3519,0,1,0,0,68,1,1,0,1,1,0,0,1,95.9,6503.2,3.187843137254902,1,1,0,0,1,1,0,0,0
3520,0,0,0,0,57,1,0,0,0,0,0,0,0,20.75,1118.8,0.6542690058479532,1,0,1,1,0,0,1,0,0
3521,0,0,1,1,72,1,1,1,0,0,0,0,0,55.3,3983.6,1.8442592592592597,1,0,0,1,0,0,0,0,1
3522,0,0,0,0,26,1,1,0,0,1,1,0,0,84.3,2281.6,2.925128205128205,1,1,0,0,1,1,1,0,0
3523,0,0,0,1,14,1,0,1,1,1,1,0,1,76.1,1054.8,2.511428571428571,1,0,0,1,0,0,0,0,1
3524,0,0,0,0,30,1,1,0,0,1,0,1,1,100.45,3096.9,3.4410000000000003,0,1,0,0,1,0,0,0,0
3525,0,0,0,0,66,0,0,0,0,0,1,0,0,29.45,1983.15,1.0015909090909092,1,0,0,0,0,0,0,1,0
3526,0,0,1,0,49,1,1,1,1,0,0,1,0,93.85,4733.1,3.219795918367347,1,1,0,0,1,1,0,0,1
3527,0,0,1,1,15,1,0,0,0,0,0,0,0,20.35,335.95,0.7465555555555555,0,0,1,0,0,0,0,1,0
3528,0,0,1,0,71,1,1,0,1,1,1,1,1,84.2,5956.85,2.796643192488263,1,0,0,1,0,0,0,1,0
3529,0,0,0,0,39,1,0,0,0,0,0,0,0,20.7,762.45,0.6516666666666667,0,0,1,1,0,0,0,1,0
3530,0,0,1,1,67,0,0,1,1,1,1,1,0,54.2,3623.95,1.802960199004975,0,0,0,1,0,0,0,1,0
3531,0,0,1,1,31,1,0,0,0,1,1,0,0,54.35,1647.0,1.770967741935484,1,0,0,0,1,0,1,0,0
3532,1,0,0,0,50,1,1,1,1,0,1,1,1,109.65,5551.15,3.7007666666666665,0,1,0,1,0,1,0,0,0
3533,0,0,0,0,13,1,0,0,0,0,0,0,0,19.95,243.65,0.6247435897435898,1,0,1,1,0,0,1,0,0
3534,0,0,1,1,47,1,0,1,1,1,0,0,1,96.1,4391.45,3.1145035460992907,1,1,0,0,0,1,0,0,0
3535,1,0,0,0,10,0,0,0,0,1,0,0,0,29.5,255.25,0.8508333333333333,1,0,0,0,1,0,1,0,0
3536,0,0,1,0,23,1,1,0,1,1,0,0,0,84.25,1968.1,2.85231884057971,1,1,0,0,1,0,0,0,0
3537,0,0,1,1,57,1,0,0,0,0,0,0,0,19.4,1061.6,0.6208187134502924,1,0,1,0,0,0,1,0,0
3538,0,0,1,0,56,1,1,0,0,0,0,1,0,85.6,4902.8,2.918333333333333,0,1,0,0,1,1,0,0,1
3539,0,0,0,0,10,1,1,0,0,0,0,0,0,24.5,270.15,0.9005,0,0,1,0,1,1,1,0,0
3540,0,0,1,1,30,1,0,1,0,0,1,0,1,66.3,1923.5,2.1372222222222224,0,0,0,0,1,0,0,0,1
3541,0,1,0,0,43,1,1,0,0,0,0,1,0,84.85,3645.6,2.826046511627907,1,1,0,0,1,1,0,0,0
3542,1,1,0,0,54,1,1,1,1,0,1,1,1,82.45,4350.1,2.6852469135802477,0,0,0,0,0,0,0,0,1
3543,0,0,1,1,9,1,0,0,0,0,1,0,0,75.85,647.5,2.3981481481481484,0,1,0,0,1,1,0,0,0
3544,0,0,0,0,27,1,1,0,0,1,0,0,0,81.3,2272.8,2.805925925925926,1,1,0,0,1,1,0,0,0
3545,0,0,0,0,20,1,0,0,0,0,0,0,0,18.9,347.65,0.5794166666666666,0,0,1,0,1,1,0,1,0
3546,1,0,1,0,7,1,0,0,0,0,0,0,0,69.35,451.1,2.1480952380952383,1,1,0,0,1,1,0,0,0
3547,1,0,0,0,6,1,0,0,0,0,0,0,0,44.75,270.95,1.5052777777777775,1,0,0,0,1,0,0,0,0
3548,0,0,1,1,51,1,1,1,1,0,1,1,1,110.05,5686.4,3.716601307189542,1,1,0,0,0,0,0,1,0
3549,1,0,0,0,2,1,0,0,0,0,0,0,0,70.7,140.7,2.345,1,1,0,0,1,0,0,1,0
3550,1,1,0,0,1,1,0,0,0,0,0,0,0,20.05,20.05,0.6683333333333333,1,0,1,0,1,0,1,0,0
3551,0,0,0,0,1,1,0,0,0,0,0,0,0,70.7,70.7,2.356666666666667,0,1,0,0,1,1,1,0,0
3552,0,0,0,0,38,1,1,1,1,1,0,1,1,84.1,3187.65,2.796184210526316,0,0,0,0,0,0,0,0,1
3553,0,0,0,0,11,1,0,0,1,0,0,0,0,75.9,866.4,2.625454545454545,1,1,0,0,1,1,1,0,0
3554,0,0,0,0,56,1,1,0,1,1,0,1,1,106.8,5914.4,3.5204761904761903,0,1,0,0,0,1,0,0,0
3555,0,0,1,0,72,1,1,1,1,1,1,1,1,113.65,8182.75,3.788310185185185,0,1,0,1,0,1,0,0,1
3556,0,0,0,0,13,1,0,0,0,0,0,0,0,20.2,273.25,0.7006410256410256,0,0,1,0,0,0,1,0,0
3557,0,0,0,0,1,1,0,0,0,1,0,0,0,75.55,75.55,2.518333333333333,0,1,0,0,1,0,0,0,0
3558,0,0,1,0,7,1,0,0,0,0,0,0,0,69.2,477.55,2.2740476190476198,0,1,0,0,1,1,0,0,1
3559,0,0,1,0,51,1,1,0,0,0,0,0,0,25.5,1281.25,0.8374183006535948,0,0,1,1,0,0,1,0,0
3560,0,1,1,0,29,0,0,1,0,1,0,0,1,45.0,1228.65,1.412241379310345,0,0,0,0,1,1,0,0,0
3561,1,1,0,1,1,1,0,0,0,1,0,0,0,50.15,50.15,1.6716666666666666,1,0,0,0,1,1,1,0,0
3562,1,0,0,0,1,1,0,0,0,0,0,0,0,20.6,20.6,0.6866666666666668,1,0,1,0,1,0,1,0,0
3563,0,0,0,0,26,1,0,1,0,0,1,1,1,75.0,1908.35,2.446602564102564,1,0,0,0,0,0,0,0,1
3564,1,0,0,0,3,1,1,0,1,1,0,1,1,105.35,323.25,3.591666666666667,1,1,0,0,1,1,0,0,1
3565,1,0,0,1,1,1,0,0,1,0,0,0,0,75.35,75.35,2.5116666666666663,1,1,0,0,1,1,0,0,0
3566,0,0,1,1,67,1,1,1,0,0,1,1,1,106.7,7009.5,3.487313432835821,0,1,0,1,0,0,0,1,0
3567,0,0,1,0,65,1,1,1,0,1,0,1,1,105.05,6914.95,3.546128205128205,0,1,0,0,1,1,0,0,0
3568,0,0,0,1,43,1,0,1,1,0,1,1,1,106.0,4532.3,3.5134108527131787,0,1,0,0,0,1,0,1,0
3569,1,0,0,0,39,0,0,0,0,1,0,1,1,50.75,2011.4,1.7191452991452991,0,0,0,0,1,1,0,0,0
3570,0,0,1,1,9,1,0,0,0,0,0,0,0,20.35,191.1,0.7077777777777777,0,0,1,1,0,0,1,0,0
3571,0,0,1,1,30,1,1,0,1,0,1,0,0,83.55,2570.2,2.855777777777777,1,1,0,0,1,1,0,0,1
3572,0,0,1,1,32,1,0,1,1,0,1,0,0,61.4,1864.65,1.94234375,0,0,0,0,1,0,0,0,1
3573,0,0,1,1,25,1,0,0,1,1,0,0,0,53.65,1355.45,1.8072666666666668,1,0,0,0,0,0,1,0,0
3574,0,0,0,0,13,1,0,0,0,0,0,0,0,19.75,265.75,0.6814102564102564,1,0,1,1,0,0,1,0,0
3575,0,0,1,0,3,1,0,0,0,0,0,0,0,19.9,45.75,0.5083333333333333,0,0,1,0,1,1,1,0,0
3576,0,0,0,0,2,1,0,0,0,0,0,0,0,20.25,36.8,0.6133333333333333,1,0,1,0,1,0,1,0,0
3577,0,0,1,1,67,1,0,1,1,0,0,0,0,54.2,3838.2,1.90955223880597,1,0,0,1,0,1,0,0,1
